0.950274, -0.40827
0.95026, -0.403362
0.950324, -0.398504
0.950386, -0.393663
0.950539, -0.388876
0.950567, -0.384054
0.950107, -0.379054
0.949607, -0.37406
0.948901, -0.369007
0.947981, -0.363896
0.946544, -0.358613
0.943739, -0.35285
0.20969, -0.0773589
0.14678, -0.0534235
0.153045, -0.0549486
0.158467, -0.0561163
0.153971, -0.0537692
0.146711, -0.0505168
0.130335, -0.0442429
0.125255, -0.0419096
0.12877, -0.0424619
0.202818, -0.0658994
0.203103, -0.0650138
0.179542, -0.0566094
0.169621, -0.0526687
0.167076, -0.0510803
0.16623, -0.0500294
0.166111, -0.0492042
0.166108, -0.048416
0.166241, -0.0476687
0.166182, -0.0468683
0.166573, -0.0461948
0.166281, -0.0453334
0.166859, -0.0447097
0.16652, -0.0438412
0.167044, -0.0432006
0.1668, -0.0423618
0.166697, -0.0415622
0.166702, -0.0407917
0.166713, -0.0400242
0.166438, -0.039191
0.166067, -0.0383395
0.166598, -0.0376973
0.166693, -0.0369549
0.166774, -0.0362102
0.166911, -0.0354781
0.166727, -0.0346792
0.166636, -0.0339025
0.166684, -0.0331556
0.166523, -0.0323688
0.166466, -0.0316046
0.166672, -0.0308907
0.167105, -0.0302175
0.167112, -0.0294664
0.166727, -0.0286489
0.166653, -0.0278881
0.166383, -0.0270972
0.166381, -0.0263522
0.166321, -0.0255993
0.166199, -0.0248386
0.165905, -0.0240551
0.165924, -0.0233191
0.165564, -0.0225322
0.165571, -0.0217979
0.165243, -0.0210216
0.165274, -0.0202931
0.165316, -0.0195665
0.165097, -0.0188104
0.164725, -0.0180403
0.164703, -0.017311
0.164627, -0.0165771
0.164942, -0.0158821
0.165, -0.0151614
0.16484, -0.0144217
0.164832, -0.0136965
0.164377, -0.0129367
0.163783, -0.0121712
0.163566, -0.0114376
0.163429, -0.0107117
0.163115, -0.00997655
0.162768, -0.00924263
0.162542, -0.00851846
0.162143, -0.00778829
0.162071, -0.00707615
0.16143, -0.00634262
0.160917, -0.00561934
0.160765, -0.00491181
0.16026, -0.00419656
0.160487, -0.00350183
0.160681, -0.00280469
0.161456, -0.00211358
0.163184, -0.00142408
0.166983, -0.000728607
0.17481, 0
0.186828, 0.000815197
0.215292, 0.00187882
0.240529, 0.0031487
0.240583, 0.0041994
0.247511, 0.00540071
0.229041, 0.00599766
0.258399, 0.00789482
0.27963, 0.00976488
0.804709, 0.0316171
0.926962, 0.040472
0.933843, 0.0448557
0.937858, 0.0491511
0.940285, 0.0533933
0.941196, 0.057566
0.941659, 0.0617196
0.941306, 0.0658226
0.939739, 0.0698347
0.93637, 0.0736939
0.931495, 0.0774012
0.918462, 0.080355
0.224773, 0.0206537
0.218634, 0.021052
0.234663, 0.0236294
0.234807, 0.0246792
0.19491, 0.0213461
0.174809, 0.019917
0.168921, 0.0199931
0.166718, 0.0204704
0.165804, 0.0210929
0.165393, 0.0217744
0.165143, 0.0224749
0.164885, 0.023173
0.16492, 0.0239123
0.164829, 0.0246339
0.165229, 0.0254312
0.16523, 0.0261699
0.165653, 0.0269782
0.165469, 0.02769
0.165386, 0.0284185
0.165073, 0.0291069
0.165289, 0.0298892
0.165531, 0.0306793
0.165577, 0.0314358
0.165841, 0.0322362
0.166013, 0.033022
0.165906, 0.033754
0.165557, 0.0344358
0.165742, 0.0352296
0.165802, 0.0359991
0.166561, 0.0369257
0.166862, 0.0377569
0.167134, 0.0385859
0.166594, 0.0392276
0.166416, 0.039953
0.166376, 0.040712
0.166352, 0.0414763
0.166538, 0.0422953
0.166483, 0.0430553
0.166622, 0.0438679
0.166376, 0.0445803
0.166329, 0.0453466
0.166539, 0.0461855
0.166269, 0.0468927
0.166524, 0.04775
0.166213, 0.0484468
0.166211, 0.0492341
0.166091, 0.0499876
0.166048, 0.050766
0.166646, 0.051745
0.1667, 0.0525604
0.166907, 0.0534275
0.167652, 0.0544735
0.169953, 0.0560422
0.173918, 0.0581921
0.177175, 0.0601429
0.178599, 0.0614966
0.181034, 0.0632198
0.205142, 0.0726447
0.243548, 0.0874427
0.370695, 0.134922
0.694989, 0.256395
0.713754, 0.266862
0.719259, 0.272503
0.725723, 0.278579
0.72766, 0.282972
0.726484, 0.28617
0.722094, 0.288086
0.717529, 0.289901
0.710695, 0.290753
0.710939, 0.294481
0.776396, 0.32557
0.78676, 0.33396
0.785144, 0.337324
